Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content,Coded Topic,Movie Name
,ComingSoon.net,Neil Bolt,Willy’s Wonderland 4K UHD Release Date Revealed for Nic Cage’s Animatronic Horror,"with the massive success of blumhouse’s five nights at freddy’s, it’s a great time to give the 2021 animatronic horror movie willy’s wonderland another shot, and to help that, it’s now getting a 4k uhd blu-ray release. the movie will also be released in 4k st…",https://www.comingsoon.net/movies/news/1419479-willys-wonderland-4k-uhd,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/willys-wonderland-4k-uhd-release-date.jpg?resize=1200,630",2023-11-29T19:41:00Z,"With the massive success of Blumhouses Five Nights at Freddys, its a great time to give the 2021 animatronic horror movie Willys Wonderland another shot, and to help that, its now getting a 4K UHD Bl… [+1053 chars]",Delivery,Five Night
,Los Angeles Times,Carlos De Loera,"'Hunger Games' prequel tops Thanksgiving box office, 'Napoleon,' 'Wish' battle for second",'the hunger games: the ballad of songbirds & snakes' fended off 'napoleon' and 'wish' to stay at the top of the domestic box for a second straight weekend.,https://www.latimes.com/entertainment-arts/movies/story/2023-11-26/hunger-games-prequel-first-thanksgiving-box-office-napoleon-wish,https://ca-times.brightspotcdn.com/dims4/default/c5d815e/2147483647/strip/true/crop/3600x1890+0+255/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F19%2F1c%2F6c8fc08d4956be655353d3058185%2Fhunger-games-ballad-00524-r.jpg,2023-11-26T19:00:46Z,No one else volunteered as tribute over the Thanksgiving holiday weekend as Lionsgates The Hunger Games: The Ballad of Songbirds &amp; Snakes took home the box office title for the second straight we… [+2758 chars],Box Office,"Hunger Games, Thanksgiving"
,Forbes,"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/",Here’s Why ‘Wish’ Is Disney’s Latest Critically Panned Box Office Flop This Year,“wish” follows disney’s “indiana jones and the dial of destiny” and “the marvels” as another critical and financial disappointment this year.,https://www.forbes.com/sites/conormurray/2023/11/27/heres-why-wish-is-disneys-latest-critically-panned-box-office-flop-this-year/,"https://imageio.forbes.com/specials-images/imageserve/6564e23e496aa10ba7f0c332/0x0.jpg?format=jpg&crop=2890,1625,x0,y312,safe&height=900&width=1600&fit=bounds",2023-11-27T18:40:00Z,"Disneys Wish failed to take off at the box office last weekend, adding a dismal theatrical opening to the films already poor reviews, making it Disneys latest in a series of financial disappointments… [+6678 chars]",Box Office,
,The New Yorker,The New Yorker,The Mail,"letters respond to michael luo’s review of a biography of mitt romney, nikhil krishnan’s review of “determined,” by robert m. sapolsky, and michael schulman’s profile of ridley scott.",https://www.newyorker.com/magazine/2023/12/04/letters-from-the-december-4-2023-issue,,2023-11-27T11:00:00Z,"A Responsible Party
In McKay Coppinss biography of Mitt Romney, which Michael Luo reviews, Romney questions his role in the rise of Trumpism (Books, November 6th). In Coppinss words, Romney wonders,… [+3471 chars]",Lore,
,HYPEBEAST,info@hypebeast.com (Hypebeast),Ridley Scott's 'Napoleon' Looking to Open With $70 Million USD,"ridley scott’s napoleon is eyeing at least $70 million usd for its global opening.according to reports, the joaquin phoenix-led title has earned around $21 million usd as of november 23 and could debut with somewhere between $70 million usd and $73 million us…",https://hypebeast.com/2023/11/ridley-scott-joaquin-phoenix-napoleon-weekend-box-office-projections,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2023%2F11%2Ftw-ridley-scott-joaquin-phoenix-napoleon-weekend-box-office-projections.jpg?w=1080&cbr=1&q=90&fit=max,2023-11-25T09:02:22Z,"Ridley Scotts Napoleon is eyeing at least $70 million USD for its global opening.
According to reports, the Joaquin Phoenix-led title has earned around $21 million USD as of November 23 and could de… [+815 chars]",Production,Napoleon
polygon,Polygon,Oli Welsh,The Disney 100 4K Steelbooks are all $17 a pop for Cyber Monday,the best buy-exclusive range of disney 100 4k ultra hd blu-rays in steelbook cases are reduced to $16.99 — get them while you can,https://www.polygon.com/2023/11/27/23977653/disney-star-wars-marvel-4k-blu-ray-steelbooks-best-buy-cyber-monday,https://cdn.vox-cdn.com/thumbor/TLKcY9hbPEkHuNdG7R8e3kaIN0E=/0x0:3840x2010/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24878956/nightmare_before_christmas_4kultrahd_bluray_review_2.jpg,2023-11-27T14:26:36Z,"Best Buy has an exclusive line of Disney 100 4K Blu-ray discs in Steelbook cases, and it has put them all on offer for Cyber Monday, down to $16.99 from $29.99.
This could be one of the last times t… [+1212 chars]",,
,The Atlantic,Isabel Fattal,"The Joys of Carole Lombard, Zadie Smith, and High-School Movies",entertainment musts from jennifer senior,https://www.theatlantic.com/newsletters/archive/2023/11/the-joys-of-carole-lombard-zadie-smith-and-high-school-movies/676108/?utm_source=feed,,2023-11-26T13:00:00Z,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.We… [+8739 chars]",,
,[Removed],,[Removed],[removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],,
,International Business Times,AFP News,'Hunger Games' Still Tops In N.America After 'Napoleon' Invades,"the ""hunger games"" prequel stayed atop the north american box office over the long us thanksgiving weekend, fending off an invasion by new ridley scott film ""napoleon,"" industry watcher exhibitor relations reported sunday.",https://www.ibtimes.com/hunger-games-still-tops-namerica-after-napoleon-invades-3719429,https://d.ibtimes.com/en/full/4500967/us-actor-joaquin-phoenix-star-new-ridley-scott-epic-napoleon-poses-november-20-2023-event.jpg,2023-11-26T18:45:31Z,"The ""Hunger Games"" prequel stayed atop the North American box office over the long US Thanksgiving weekend, fending off an invasion by new Ridley Scott film ""Napoleon,"" industry watcher Exhibitor Rel… [+2518 chars]",Box Office,"Hunger Games, Thanksgiving, Napoleon"
,Destructoid,Andrea Gonzalez,7 of the best RPG Maker horror games you should check out,"rpg maker and indie horror games have an amazing symbiotic relationship. the engine is relatively cheap and easy to use, even for those who have little experience with coding games. it also has enough flexibility to let creators create wonderful 2d adventures…",https://www.destructoid.com/best-rpg-maker-horror-games/,https://www.destructoid.com/wp-content/uploads/2023/11/ib-steam-page-intro.jpg,2023-11-28T22:31:41Z,"RPG Maker and indie horror games have an amazing symbiotic relationship. The engine is relatively cheap and easy to use, even for those who have little experience with coding games. It also has enoug… [+6614 chars]",,
,Vulture,Joe Reid,It’s Finally Trophy Time for the MFL,"‘past lives’ won the day at the gotham awards, but ‘killers of the flower moon’ and ‘may december’ didn’t go without recognition. plus, box office breakdowns for ‘wish’ and ‘the hunger games: the ballad of songbirds & snakes.’",http://www.vulture.com/2023/11/gotham-awards-wish-box-office-movies-fantasy-league.html,https://pyxis.nymag.com/v1/imgs/74d/052/a73f9b64cde051c35fe70794ee4ed2c0d0-mfl-11-28-2023.1x.rsocial.w1200.jpg,2023-11-29T15:00:14Z,"This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+6186 chars]",Box Office,
engadget,Engadget,Jeff Dunn,"The 41 best Cyber Monday gaming deals of 2023: PC accessories, consoles, monitors, games and more","cyber monday has brought a truckload of deals on gaming gear for pcs, ps5, xbox and nintendo switch alike. as always, most of those offers aren't really deals at all — but if you want a hand in upgrading your setup, we've scoured the many sales happening arou…",https://www.engadget.com/the-41-best-cyber-monday-gaming-deals-of-2023-pc-accessories-consoles-monitors-games-and-more-224313947.html,https://s.yimg.com/ny/api/res/1.2/Tt6u.4uwiQYYxgccs7wVqA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjE-/https://s.yimg.com/os/creatr-uploaded-images/2023-11/480c7180-8c88-11ee-9bff-519ef6e6e2fa,2023-11-27T22:43:13Z,"Cyber Monday has brought a truckload of deals on gaming gear for PCs, PS5, Xbox and Nintendo Switch alike. As always, most of those offers aren't really deals at all but if you want a hand in upgradi… [+33576 chars]",,
fortune,Fortune,"Jake Coyle, The Associated Press",'Hunger Games' leads weekend box office again as 'Napoleon' has to settle for second place,ridley scott's epic outperformed expectations to take $32.5 million over the five-day weekend and an estimated $20.4 million friday through sunday.,https://fortune.com/2023/11/27/hunger-games-leads-weekend-box-office-napoleon-second-place-disney-wish/,"https://content.fortune.com/wp-content/uploads/2023/11/AP23318743985894-e1701076301471.jpg?resize=1200,600",2023-11-27T09:12:48Z,"The Walt Disney Co.s Wish had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as The Hunger Games: The Ballad of Songbirds and Snakes led ticke… [+5162 chars]",Box Office,"Hunger Games, Thanksgiving"
,Screen Rant,Monica Coman,"November 2023 Box Office Breakdown: 11 Biggest Stats, Records & Failures","the november 2023 box office featured some underwhelming results, yet some movies exceeded expectations and some hit very important milestones.",https://screenrant.com/november-2023-box-office-breakdown-records-stats/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/november-2023-box-office-breakdown-11-biggest-stats-records-failures.jpg,2023-11-30T17:00:17Z,"Summary
<ul><li> Napoleon exceeded expectations and broke director Ridley Scott's 13-year opening curse with a global opening weekend total of $78.8 million. </li><li> Disney's animated movie Wish f… [+9246 chars]",Box Office,Napoleon
,/FILM,staff@slashfilm.com (Michael Boyle),"Napoleon's Last Stand And The Battle Of Waterloo, Explained","the battle of waterloo is one of the most important conflicts in history, but the movie napoleon barely explains what the heck is going on.",https://www.slashfilm.com/1456019/napoleons-last-stand-battle-of-waterloo-explained/,https://www.slashfilm.com/img/gallery/napoleons-last-stand-and-the-battle-of-waterloo-explained/l-intro-1701111632.jpg,2023-11-28T18:00:23Z,"In the end, Waterloo was the second deadliest battle in the Napoleonic Wars. ""Between 25,000 to 31,000 Frenchmen were killed or wounded,"" Roberts writes, whereas there were over 24,000 casualties on … [+1470 chars]",Lore,Napoleon
,GameSpot,Eddie Makuch,Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office,"the newest mcu movie, the marvels, debuted this month and had the slowest start at the box office in the history of the mcu. disney ceo bob iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…",https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/,https://www.gamespot.com/a/uploads/screen_kubrick/1179/11799911/4228070-marvelslarge.jpeg,2023-11-30T13:42:00Z,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]",Box Office,Marvel
breitbart-news,Breitbart News,"Breitbart News, Breitbart News","Disney's 'Wish' Was Expected to Debut at #1 -- but Loses to 'Hunger Games,' 'Napoleon' at Box Office","in a close contest for second place, ridley scott's “napoleon” narrowly outmaneuvered disney's “wish” at the box office.",https://www.breitbart.com/entertainment/2023/11/26/disneys-wish-was-expected-to-debut-at-1-but-loses-to-hunger-games-napoleon-at-box-office/,https://media.breitbart.com/media/2023/11/disney-wish-2023-640x335.jpg,2023-11-26T22:13:30Z,"NEW YORK (AP) The Walt Disney Co.s Wish had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as The Hunger Games: The Ballad of Songbirds and Sn… [+5196 chars]",Box Office,"Hunger Games, Thanksgiving"
techradar,TechRadar,Athena Dawson,Prime Video’s new game-inspired series looks equal parts haunting and thrilling,we just got our first look at the series version of the popular dystopian game.,https://www.techradar.com/streaming/entertainment/prime-videos-new-game-inspired-series-looks-equal-parts-haunting-and-thrilling,https://cdn.mos.cms.futurecdn.net/nuu9o3aqGmvrAQMrKxqYYK-1200-80.jpg,2023-11-28T23:57:00Z,"Prime Video finally teased a first look at its upcoming show based on the popular video game series Fallout, and it looks like it will closely follow the plot of the game series.
Amazon Studios reve… [+2133 chars]",,
ign,IGN,Amelia Emberwing,Taylor Swift Is Reminding Studio Heads How Movie Releases Should Work,"the taylor swift eras tour concert film will be headed to vod soon. with the news, the pop star has reminded hollywood execs about what the distribution model is supposed to look like.",https://www.ign.com/articles/taylor-swift-is-reminding-studio-heads-how-movie-releases-should-work,https://assets-prd.ignimgs.com/2023/11/29/taytaymovie-columns-1701243202537.jpg?width=1280,2023-11-29T16:30:00Z,"When Taylor Swift announced that she would be releasing a taping of her wildly popular Eras tour in theaters across the world, studio heads were pretty pissed
. The singer-songwriter worked directly… [+9185 chars]",,
,Bloody Disgusting,John Squires,‘Five Nights at Freddy’s’ Just Became the Highest Grossing Blumhouse Movie of all Time,"blumhouse productions has had no shortage of box office hits over the years, including paranormal activity, insidious, sinister, the purge, get out and halloween, but it’s this year’s video game adaptation five nights at freddy’s that is the company’s biggest…",https://bloody-disgusting.com/movie/3790048/five-nights-at-freddys-just-became-the-highest-grossing-blumhouse-movie-of-all-time/,https://i0.wp.com/bloody-disgusting.com/wp-content/uploads/2023/10/5769_D020_00100R.jpg?resize=1000%2C600&ssl=1,2023-11-27T16:42:16Z,"Blumhouse Productions has had no shortage of box office hits over the years, including Paranormal Activity, Insidious, Sinister, The Purge, Get Out and Halloween, but it’s this year’s video game adap… [+1869 chars]",Box Office,
polygon,Polygon,Charlie Hall,"Witcher to fight Buffy, Deadpool, Bruce Lee, and Beowulf with new Unmatched release","unmatched, the action board game of fanciful matchups, is adding the witcher to a lineup that already includes buffy, bruce lee, and beowulf.",https://www.polygon.com/tabletop-games/23980911/unmatched-the-witcher-release-date-price,https://cdn.vox-cdn.com/thumbor/L6VK2K0TOvkI7Xf_5rey-reBXKw=/104x0:3771x1920/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24755996/The_Witcher_n_S3_E4_00_28_49_08.jpg,2023-11-29T15:00:42Z,"Unmatched, the wildly popular action board game from Restoration Games, will add Geralt of Rivia the Witcher himself and five of his closest allies to a slate of fighters already teeming with talent.… [+2105 chars]",,
,Vox,Nylah Burton,"The truth about Napoleon and Josephine’s marriage, divorce, and lasting legacy","napoleon’s marriage to and divorce from empress josephine, not quite explained by ridley scott’s new movie.",https://www.vox.com/2023/11/30/23981269/napoleon-josephine-marriage-divorce-ridley-scott-bonaparte-history-true-story,https://cdn.vox-cdn.com/thumbor/oGT4RblJKVjbKhRJ-OzFcoapoyQ=/0x21:1280x691/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25120369/img2.jpg,2023-11-30T12:30:00Z,"What viewers might want or expect from Ridley Scotts Napoleon epic scenes of war, sexily torn bodices, and a very short emperor wont be exactly what they get. The battle scenes drag on, the ruler is … [+16036 chars]",Lore,Napoleon
,IndieWire,Jim Hemphill,"How Ridley Scott Shot ‘Napoleon,’ the Most Ambitious Epic of His Career, in 62 Days","the director and his collaborators talk about their approach to the large-scale action of ""napoleon"" and the careful planning that made it come to life.",https://www.indiewire.com/features/craft/napoleon-movie-ridley-scott-battles-1234929020/,https://www.indiewire.com/wp-content/uploads/2023/11/M230928_SP004.jpg,2023-11-27T14:00:00Z,"Ridley Scott has been making ambitious historical films ever since his 1977 debut feature “The Duellists.” His latest, “Napoleon,” is both the apotheosis of his style and the beneficiary of 46 years … [+6177 chars]",Production,Napoleon
,ComingSoon.net,Brandon Schreur,Old Time Hockey: Hunger Games’ Gary Ross Tapped to Direct New Sports Movie,"seabiscuit and the hunger games director gary ross is tapped to direct old time hockey for skydance sports.
the post old time hockey: hunger games’ gary ross tapped to direct new sports movie appeared first on comingsoon.net - movie trailers, tv & streaming n…",https://www.comingsoon.net/movies/news/1421557-old-time-hockey-hunger-games-gary-ross-tapped-to-direct-new-sports-movie,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Screenshot_2023-11-29_at_10.38.54_AM_1200x675-10.jpg?resize=1200,630",2023-11-30T20:51:56Z,"The Hunger Games Gary Ross will direct a new sports movie, Old Time Hockey, for Skydance Sports.
Per Deadline, Ross has been tapped to direct Old Time Hockey, an original sports film featuring a scr… [+1549 chars]",Cast,Hunger Games
cbc-news,CBC News,,"Finding room for carry-on baggage has become 'the Hunger Games' of air travel, analyst says","airline industry insiders say passengers have become carried away with carry-on baggage, leading to costly delays. that’s prompting calls for changes to how airplanes charge for baggage, with some discount airlines like sunwing and spirit already beginning to…",https://www.cbc.ca/radio/costofliving/carry-on-baggage-carried-away-1.7035013,https://i.cbc.ca/1.7037822.1700765300!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/airline-carry-on-baggage-overhead-bin-cabin-baggage-luggage.jpg,2023-11-25T09:00:00Z,"Flight attendant Cat Jones will never forget the day she spotted a woman carrying a wedding cake down the bridge to board her plane in Winnipeg.
When the passenger reached the door, Jones gently men… [+6555 chars]",,
,IndieWire,Kate Erbland,"Vanessa Kirby Knows ‘Napoleon’ Is Funny, but That’s Only Part of the ‘Extreme’ World She Needed to Inhabit","the british actress steals the show in ridley scott's unhinged epic, and as she tells indiewire, it's all part of her journey toward embracing what really excites her: the anti-hero.",https://www.indiewire.com/awards/consider-this/vanessa-kirby-napoleon-interview-1234930201/,https://www.indiewire.com/wp-content/uploads/2023/11/GettyImages-1793526104.jpg,2023-11-29T20:30:00Z,"[Editor’s note: The following interview contains some spoilers for Ridley Scott’s “Napoleon” — and the factual events on which it is based.]
“Napoleon” star Vanessa Kirby— cast in Ridley Scott’s spr… [+12462 chars]",Cast,Napoleon
time,Time,Richard Newby,The 10 Best Video Games of 2023,from notable remakes like 'dead space' to long-awaited follow-ups like 'alan wake ii',https://time.com/6340124/best-video-games-2023/,https://api.time.com/wp-content/uploads/2023/11/Best-of-Culture-2023.jpg?quality=85,2023-11-29T16:53:15Z,"2023 proved to be a blockbuster year for video games. Hotly anticipated platform titles debuted on a monthly, and sometimes biweekly, basis, consuming video gamers' time (and the contents of their wa… [+17048 chars]",,
,Boston Herald,Associated Press,"‘Hunger Games’ feasts, ‘Napoleon’ comes up short","the walt disney co.'s ""wish"" had been expected to rule the thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as ""the hunger games: the ballad of songbirds and snakes"" led ticket sales for the second weekend, according to studio est…",https://www.bostonherald.com/2023/11/26/hunger-games-feasts-napoleon-comes-up-short/,https://www.bostonherald.com/wp-content/uploads/2023/11/AP23318743985894.jpg?w=1024&h=475,2023-11-26T20:43:42Z,"NEW YORK The Walt Disney Co.’s “Wish” had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as “The Hunger Games: The Ballad of Songbirds and Sna… [+3018 chars]",Box Office,"Hunger Games, Thanksgiving"
,The A.V. Club,Sam Barsanti,"Bob Iger throws Nia DaCosta under the bus, says The Marvels needed more “supervision” from execs","marvel’s the marvels stands as the biggest box office flop in the history of the mcu, having made less than $80 million domestically since it came out about a month ago, and while star iman vellani doesn’t care and is happy with the work she did, others are d…",https://www.avclub.com/bob-iger-the-marvels-supervision-execs-1851062343,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/446aac91727a052ae206d233d8a21006.jpg",2023-11-30T19:06:00Z,"Marvels The Marvelsstands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doe… [+1493 chars]",Box Office,Marvel
,Rolling Stone,CT Jones,Audiences Were Losing Faith in YA Films. These Authors Proved Them Wrong,ya authors tell rolling stone fan bases have always understood their books — it was the film and tv industry that needed to learn a few lessons.,https://www.rollingstone.com/culture/culture-features/hunger-games-ballad-of-songbirds-percy-jackson-ya-fiction-1234892786/,https://www.rollingstone.com/wp-content/uploads/2023/11/young-adult-fiction.jpg?crop=0px%2C62px%2C1800px%2C1014px&resize=1600%2C900,2023-11-25T15:40:17Z,"YA is dead — at least, that was one prevailingthought after a string of popular young adult books failed to garner success on screens in 2016.  Studio executives blamed the slew of unsuccessful adapt… [+7991 chars]",,
,CBM (Comic Book Movie),JoshWilding,THE MARVELS Once Again Fails To Take Off At The Box Office Over Five-Day Thanksgiving Weekend,"there were hopes that the marvels might recoup some of its losses over thanksgiving, but it appears the captain marvel sequel's time making anything significant at the box office is already winding down...",https://comicbookmovie.com/captain-marvel/the-marvels/the-marvels-once-again-fails-to-take-off-at-the-box-office-over-five-day-thanksgiving-weekend-a208028,https://comicbookmovie.com/images/articles/banners/208028.jpg,2023-11-27T13:12:00Z,"The Marvels has proven to be a major box office disappointment for Marvel Studios, but it's far from the only movie to have significantly underperformed in November.
The Hunger Games: The Ballad of … [+2380 chars]",Box Office,"Marvel, Hunger Games"
,Screen Rant,Brennan Klein,"The Marvels Box Office Plummets, Breaking Another Unfortunate MCU Record","the new mcu sequel the marvels struggles to maintain a foothold at the domestic box office, breaking another negative franchise record.",https://screenrant.com/the-marvels-box-office-week-3-rank-mcu-record/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/brie-larson-as-captain-marvel-giving-side-eye-in-the-marvels.jpg,2023-11-25T20:34:27Z,"Summary
<ul><li> The Marvels, the latest MCU film, is struggling at the box office, having the lowest opening weekend and steepest week 2 drop in the franchise's history. </li><li> In its third week… [+3094 chars]",Box Office,Marvel
,Biztoc.com,thewrap.com,‘Hunger Games’ Director Francis Lawrence in Talks to Tackle Stephen King Adaptation ‘The Long Walk’,"lionsgate is in final talks with “hunger games” director francis lawrence to develop stephen king’s “the long walk,” according to an insider with knowledge of the project. jt mollner is writing the script based on king’s novel. originally published in 1979 un…",https://biztoc.com/x/8102dc43ed934648,https://c.biztoc.com/p/8102dc43ed934648/s.webp,2023-11-30T00:32:14Z,"Lionsgate is in final talks with Hunger Games director Francis Lawrence to develop Stephen Kings The Long Walk, according to an insider with knowledge of the project.JT Mollner is writing the script … [+296 chars]",Lore,Hunger Games
,Bloody Disgusting,John Squires,‘The Babysitter 3’ – McG Still Hopes to Finish His Horror Movie Trilogy,"released in 2020, the babysitter: killer queen was a sequel to 2017’s the babysitter, bringing back the main players to continue the tale of a young man and his struggles with a devil-worshiping cult that just can’t seem to die. the post-credits scene showed …",https://bloody-disgusting.com/movie/3790068/the-babysitter-3-mcg-still-hopes-to-finish-his-horror-movie-trilogy/,https://i0.wp.com/bloody-disgusting.com/wp-content/uploads/2020/08/babysitter-2-4.jpg?resize=1000%2C600&ssl=1,2023-11-27T17:22:19Z,"Blumhouse Productions has had no shortage of box office hits over the years, including Paranormal Activity, Insidious, Sinister, The Purge, Get Out and Halloween, but it’s this year’s video game adap… [+1869 chars]",,
,Livejournal.com,queenursula,"Thanksgiving B.O.: ‘Hunger Games’ Pulls Ahead of Disney’s ‘Wish,’ ‘Napoleon’ Outpacing Projections","the black friday box office saw “the hunger games: the ballad of songbirds and snakes” continue to stretch ahead of new releases like #napoleon and disney’s #wish. https://t.co/yhse0hesmm pic.twitter.com/gaxt2ppanx
— variety (@variety) november 26, 2023‘the …",https://ohnotheydidnt.livejournal.com/127307449.html,https://l-files.livejournal.net/og_image/3616053/497294?v=1700965158,2023-11-26T02:19:17Z,The Black Friday box office saw The Hunger Games: The Ballad of Songbirds and Snakes continue to stretch ahead of new releases like #Napoleon and Disneys #Wish. https://t.co/yhse0HESMMpic.twitter.com… [+865 chars],Box Office,"Hunger Games, Napoleon"
,/FILM,staff@slashfilm.com (Ethan Anderton),"Catherine Hardwicke Would Cast Jenna Ortega In A Twilight Reboot, But What About Edward?",twilight director catherine hardwicke thinks jenna ortega and jacob elordi &amp;#39;would be perfect&amp;#39; in the roles of bella and edward for a reboot of the franchise.,https://www.slashfilm.com/1455845/catherine-hardwicke-would-cast-jenna-ortega-jacob-elordi-twilight-reboot/,https://www.slashfilm.com/img/gallery/catherine-hardwicke-would-cast-jenna-ortega-in-a-twilight-reboot-but-what-about-edward/l-intro-1701106789.jpg,2023-11-27T19:00:51Z,"During their conversation looking back at the original ""Twilight"" movie, Horowitz proposed pairing new ""Scream"" franchise member Jenna Ortega with ""Kissing Booth"" franchise star Jacob Elordi, who is … [+1767 chars]",,
,/FILM,staff@slashfilm.com (Jeremy Mathai),"Dive Into The New Trailer For Night Swim, The Horror Movie About An Evil Swimming Pool","the trailer for universal/blumhouse&amp;#39;s new horror movie, night swim, features an evil force lurking in the seemingly idyllic depths of a family&amp;#39;s swimming pool.",https://www.slashfilm.com/1458070/night-swim-trailer-horror-movie-evil-swimming-pool/,https://www.slashfilm.com/img/gallery/dive-into-the-new-trailer-for-night-swim-the-horror-movie-about-an-evil-swimming-pool/l-intro-1701276906.jpg,2023-11-29T16:59:33Z,"Well, it's safe to say you'll never catch me playing Marco Polo ever again. ""Night Swim"" comes from writer and director Bryce McGuire and is based on the filmmaker's own 2014 short film, telling the … [+1489 chars]",,
,TheWrap,Jeremy Fuster,"‘Hunger Games’ Tops ‘Wish,’ ‘Napoleon’ at Thanksgiving Box Office With $41.5 Million","holiday weekend totals remain 34% below pre-covid levels as disney and sony's new releases fail to seize the no. 1 spot
the post ‘hunger games’ tops ‘wish,’ ‘napoleon’ at thanksgiving box office with $41.5 million appeared first on thewrap.",http://www.thewrap.com/hunger-games-wish-napoleon-thanksgiving-box-office/,https://www.thewrap.com/wp-content/uploads/2023/11/hunger-games-ballad-songbirds-snakes-1-2023-billboard-1260-copy.jpg,2023-11-26T16:25:06Z,"While a batch of new releases helped the Thanksgiving box office improve from last years poor $134 million overall total, none of them were able to do well enough to take No. 1 from Lionsgates The Hu… [+2673 chars]",Box Office,Thanksgiving
,Bloody Disgusting,John Squires,‘Cemetery Man’ – Rupert Everett Reflects as Severin Brings the 1990s Horror Movie to 4K Ultra HD [Video],"now available as part of the company’s black friday sale, michele soavi‘s cemetery man (aka dellamorte dellamore) makes its 4k ultra hd debut courtesy of severin films. it’s been called “stylish and gruesome” (washington post), “grotesque and touching” (av cl…",https://bloody-disgusting.com/home-video/3789961/cemetery-man-rupert-everett-reflects-as-severin-brings-the-1990s-horror-movie-to-4k-ultra-hd-video/,https://i0.wp.com/bloody-disgusting.com/wp-content/uploads/2023/11/dellam.jpg?resize=1000%2C600&ssl=1,2023-11-27T14:25:30Z,"Shattering all-time records at the box-office, Blumhouses Five Nights at Freddy’s, the haunting new horror film based on the video game series created by Scott Cawthon, will be available with never-b… [+2148 chars]",,Five Night
,Digital Trends,Jason Struss,3 movies and TV shows like Saltburn you have to watch,"if you liked the new movie saltburn with jacob elordi and barry keoghan, you should check out these three movies and tv shows that are just like it.",https://www.digitaltrends.com/movies/saltburn-similar-movies-you-have-to-watch/,https://www.digitaltrends.com/wp-content/uploads/2023/11/the-talented-mr-ripley-2.jpg?resize=1200%2C630&p=1,2023-11-25T19:00:38Z,"In the new movie Saltburn, a talented, but poor young man (The Banshees of Inisherin‘s Barry Keoghan) befriends a rich and charismatic fellow student (Priscilla‘s Jacob Elordi) and gets introduced to… [+4532 chars]",,
,Livejournal.com,polynucleotide,"Thanksgiving Box Office: S&S stays on top, Wish bombs, Napolean beats expectations","box office: disney's 'wish' fizzles, 'napoleon' beats expectations as 'hunger games' lands on top again https://t.co/jfj2b5z3av
— variety (@variety) november 26, 2023the hunger games: the ballad of songbirds and snakes kept its #1 position, grossing $42 mill…",https://ohnotheydidnt.livejournal.com/127309070.html,https://l-files.livejournal.net/og_image/3616053/497301?v=1701021921,2023-11-26T18:01:55Z,"Box Office: Disney's 'Wish' Fizzles, 'Napoleon' Beats Expectations as 'Hunger Games' Lands on Top Again https://t.co/jFJ2b5Z3aV
— Variety (@Variety) November 26, 2023
The Hunger Games: The Ballad o… [+1653 chars]",Box Office,"Hunger Games, Napoleon"
